title,stem,tokens,tokens_clean,merged
"banyak cerita tentang hewan gelisah, benarkah mampu memprediksi gempa? ini hasil penelitian ahli",banyak cerita tentang hewan gelisah benar mampu prediksi gempa ini hasil teliti ahli,"['banyak', 'cerita', 'tentang', 'hewan', 'gelisah', 'benar', 'mampu', 'prediksi', 'gempa', 'ini', 'hasil', 'teliti', 'ahli']","['cerita', 'hewan', 'gelisah', 'prediksi', 'gempa', 'hasil', 'teliti', 'ahli']",cerita hewan gelisah prediksi gempa hasil teliti ahli
"rumah suku baduy tak rusak saat lebak diguncang gempa 6,1 sr",rumah suku baduy tak rusak saat lebak guncang gempa 6 1 sr,"['rumah', 'suku', 'baduy', 'tak', 'rusak', 'saat', 'lebak', 'guncang', 'gempa', '6', '1', 'sr']","['rumah', 'suku', 'baduy', 'rusak', 'lebak', 'guncang', 'gempa', '6', '1', 'sr']",rumah suku baduy rusak lebak guncang gempa 6 1 sr
gempa bumi dan gunung berapi guncang kedua sisi pasifik,gempa bumi dan gunung rap guncang dua sisi pasifik,"['gempa', 'bumi', 'dan', 'gunung', 'rap', 'guncang', 'dua', 'sisi', 'pasifik']","['gempa', 'bumi', 'gunung', 'rap', 'guncang', 'sisi', 'pasifik']",gempa bumi gunung rap guncang sisi pasifik
bmkg : cincin api pasifik bukan pemicu gempa banten   kumparan.com,bmkg cincin api pasifik bukan picu gempa banten kumpar com,"['bmkg', 'cincin', 'api', 'pasifik', 'bukan', 'picu', 'gempa', 'banten', 'kumpar', 'com']","['bmkg', 'cincin', 'api', 'pasifik', 'picu', 'gempa', 'banten', 'kumpar', 'com']",bmkg cincin api pasifik picu gempa banten kumpar com
gempa bumi banten: relawan baznas bantu korban di lebak,gempa bumi banten rawan baznas bantu korban di lebak,"['gempa', 'bumi', 'banten', 'rawan', 'baznas', 'bantu', 'korban', 'di', 'lebak']","['gempa', 'bumi', 'banten', 'rawan', 'baznas', 'bantu', 'korban', 'lebak']",gempa bumi banten rawan baznas bantu korban lebak
pekan superaktif cincin api pasifik: gunung meletus sampai gempa,pekan superaktif cincin api pasifik gunung letus sampai gempa,"['pekan', 'superaktif', 'cincin', 'api', 'pasifik', 'gunung', 'letus', 'sampai', 'gempa']","['pekan', 'superaktif', 'cincin', 'api', 'pasifik', 'gunung', 'letus', 'gempa']",pekan superaktif cincin api pasifik gunung letus gempa
bmkg: gempa di banten bukan karena aktifnya cincin api pasifik,bmkg gempa di banten bukan karena aktif cincin api pasifik,"['bmkg', 'gempa', 'di', 'banten', 'bukan', 'karena', 'aktif', 'cincin', 'api', 'pasifik']","['bmkg', 'gempa', 'banten', 'aktif', 'cincin', 'api', 'pasifik']",bmkg gempa banten aktif cincin api pasifik
"2.760 rumah rusak akibat gempa di banten, kemungkinan masih bertambah halaman all   kompas.com",2 760 rumah rusak akibat gempa di banten mungkin masih tambah halaman all kompas com,"['2', '760', 'rumah', 'rusak', 'akibat', 'gempa', 'di', 'banten', 'mungkin', 'masih', 'tambah', 'halaman', 'all', 'kompas', 'com']","['2', '760', 'rumah', 'rusak', 'akibat', 'gempa', 'banten', 'halaman', 'all', 'kompas', 'com']",2 760 rumah rusak akibat gempa banten halaman all kompas com
"bandara nyia dirancang tahan gempa hingga 8,8 sr",bandara nyia rancang tahan gempa hingga 8 8 sr,"['bandara', 'nyia', 'rancang', 'tahan', 'gempa', 'hingga', '8', '8', 'sr']","['bandara', 'nyia', 'rancang', 'tahan', 'gempa', '8', '8', 'sr']",bandara nyia rancang tahan gempa 8 8 sr
"jangan panik, ini yang harus dilakukan saat terjadi gempa bumi   kumparan.com",jangan panik ini yang harus laku saat jadi gempa bumi kumpar com,"['jangan', 'panik', 'ini', 'yang', 'harus', 'laku', 'saat', 'jadi', 'gempa', 'bumi', 'kumpar', 'com']","['panik', 'laku', 'gempa', 'bumi', 'kumpar', 'com']",panik laku gempa bumi kumpar com
gempa terjadi 47 kali di lebak dalam 4 hari terakhir,gempa jadi 47 kali di lebak dalam 4 hari akhir,"['gempa', 'jadi', '47', 'kali', 'di', 'lebak', 'dalam', '4', 'hari', 'akhir']","['gempa', '47', 'kali', 'lebak', '4']",gempa 47 kali lebak 4
"lebak diguncang gempa 53 kali, ribuan rumah rusak",lebak guncang gempa 53 kali ribu rumah rusak,"['lebak', 'guncang', 'gempa', '53', 'kali', 'ribu', 'rumah', 'rusak']","['lebak', 'guncang', 'gempa', '53', 'kali', 'ribu', 'rumah', 'rusak']",lebak guncang gempa 53 kali ribu rumah rusak
mewaspadai bahaya laten gempa bumi di selatan jawa halaman all   kompas.com,waspada bahaya laten gempa bumi di selatan jawa halaman all kompas com,"['waspada', 'bahaya', 'laten', 'gempa', 'bumi', 'di', 'selatan', 'jawa', 'halaman', 'all', 'kompas', 'com']","['waspada', 'bahaya', 'laten', 'gempa', 'bumi', 'selatan', 'jawa', 'halaman', 'all', 'kompas', 'com']",waspada bahaya laten gempa bumi selatan jawa halaman all kompas com
ini yang harus dilakukan saat gempa dan anda ada di lantai tinggi,ini yang harus laku saat gempa dan anda ada di lantai tinggi,"['ini', 'yang', 'harus', 'laku', 'saat', 'gempa', 'dan', 'anda', 'ada', 'di', 'lantai', 'tinggi']","['laku', 'gempa', 'lantai']",laku gempa lantai
"datangi korban gempa, partai hanura gelar baksos di lebak banten",datang korban gempa partai hanura gelar baksos di lebak banten,"['datang', 'korban', 'gempa', 'partai', 'hanura', 'gelar', 'baksos', 'di', 'lebak', 'banten']","['korban', 'gempa', 'partai', 'hanura', 'gelar', 'baksos', 'lebak', 'banten']",korban gempa partai hanura gelar baksos lebak banten
"total kerugian akibat gempa di sukabumi rp 5,9 miliar",total rugi akibat gempa di sukabumi rp 5 9 miliar,"['total', 'rugi', 'akibat', 'gempa', 'di', 'sukabumi', 'rp', '5', '9', 'miliar']","['total', 'rugi', 'akibat', 'gempa', 'sukabumi', 'rp', '5', '9', 'miliar']",total rugi akibat gempa sukabumi rp 5 9 miliar
fenomena langka gerhana bulan biru kemerahan dan mitos gempa bumi,fenomena langka gerhana bulan biru merah dan mitos gempa bumi,"['fenomena', 'langka', 'gerhana', 'bulan', 'biru', 'merah', 'dan', 'mitos', 'gempa', 'bumi']","['fenomena', 'langka', 'gerhana', 'biru', 'merah', 'mitos', 'gempa', 'bumi']",fenomena langka gerhana biru merah mitos gempa bumi
super blue blood moon mungkin bisa memicu gempa dan erupsi gunung api,super blue blood moon mungkin bisa picu gempa dan erupsi gunung api,"['super', 'blue', 'blood', 'moon', 'mungkin', 'bisa', 'picu', 'gempa', 'dan', 'erupsi', 'gunung', 'api']","['super', 'blue', 'blood', 'moon', 'picu', 'gempa', 'erupsi', 'gunung', 'api']",super blue blood moon picu gempa erupsi gunung api
"gempa 5,5 sr guncang dobo, kepulauan aru   kumparan.com",gempa 5 5 sr guncang dobo pulau aru kumpar com,"['gempa', '5', '5', 'sr', 'guncang', 'dobo', 'pulau', 'aru', 'kumpar', 'com']","['gempa', '5', '5', 'sr', 'guncang', 'dobo', 'pulau', 'aru', 'kumpar', 'com']",gempa 5 5 sr guncang dobo pulau aru kumpar com
"gempa bumi, mungkinkah diprediksi? halaman all   kompas.com",gempa bumi mungkin prediksi halaman all kompas com,"['gempa', 'bumi', 'mungkin', 'prediksi', 'halaman', 'all', 'kompas', 'com']","['gempa', 'bumi', 'prediksi', 'halaman', 'all', 'kompas', 'com']",gempa bumi prediksi halaman all kompas com
"19 abad yang lalu, gempa bumi dahsyat melanda kota pompeii   kumparan.com",19 abad yang lalu gempa bumi dahsyat landa kota pompeii kumpar com,"['19', 'abad', 'yang', 'lalu', 'gempa', 'bumi', 'dahsyat', 'landa', 'kota', 'pompeii', 'kumpar', 'com']","['19', 'abad', 'gempa', 'bumi', 'dahsyat', 'landa', 'kota', 'pompeii', 'kumpar', 'com']",19 abad gempa bumi dahsyat landa kota pompeii kumpar com
"gempa 6,4 sr taiwan bikin gedung apartemen miring dan nyaris roboh, 145 orang hilang",gempa 6 4 sr taiwan bikin gedung apartemen miring dan nyaris roboh 145 orang hilang,"['gempa', '6', '4', 'sr', 'taiwan', 'bikin', 'gedung', 'apartemen', 'miring', 'dan', 'nyaris', 'roboh', '145', 'orang', 'hilang']","['gempa', '6', '4', 'sr', 'taiwan', 'bikin', 'gedung', 'apartemen', 'miring', 'roboh', '145', 'orang', 'hilang']",gempa 6 4 sr taiwan bikin gedung apartemen miring roboh 145 orang hilang
"gempa berkekuatan 5,3 skala richter di aceh tidak picu tsumai",gempa kuat 5 3 skala richter di aceh tidak picu tsumai,"['gempa', 'kuat', '5', '3', 'skala', 'richter', 'di', 'aceh', 'tidak', 'picu', 'tsumai']","['gempa', 'kuat', '5', '3', 'skala', 'richter', 'aceh', 'picu', 'tsumai']",gempa kuat 5 3 skala richter aceh picu tsumai
teori baru: gempa dahsyat musnahkan dinosaurus dari muka bumi,teori baru gempa dahsyat musnah dinosaurus dari muka bumi,"['teori', 'baru', 'gempa', 'dahsyat', 'musnah', 'dinosaurus', 'dari', 'muka', 'bumi']","['teori', 'gempa', 'dahsyat', 'musnah', 'dinosaurus', 'muka', 'bumi']",teori gempa dahsyat musnah dinosaurus muka bumi
gempa 5 magnitudo di tapanuli utara jenis gempa dangkal   kumparan.com,gempa 5 magnitudo di tapanuli utara jenis gempa dangkal kumpar com,"['gempa', '5', 'magnitudo', 'di', 'tapanuli', 'utara', 'jenis', 'gempa', 'dangkal', 'kumpar', 'com']","['gempa', '5', 'magnitudo', 'tapanuli', 'utara', 'jenis', 'gempa', 'dangkal', 'kumpar', 'com']",gempa 5 magnitudo tapanuli utara jenis gempa dangkal kumpar com
bmkg tepis hoax terkait gempa bumi di samosir,bmkg tepis hoax kait gempa bumi di samosir,"['bmkg', 'tepis', 'hoax', 'kait', 'gempa', 'bumi', 'di', 'samosir']","['bmkg', 'tepis', 'hoax', 'kait', 'gempa', 'bumi', 'samosir']",bmkg tepis hoax kait gempa bumi samosir
gempa mandailing natal membuat panik warga tapanuli tengah,gempa mandailing natal buat panik warga tapanuli tengah,"['gempa', 'mandailing', 'natal', 'buat', 'panik', 'warga', 'tapanuli', 'tengah']","['gempa', 'mandailing', 'natal', 'panik', 'warga', 'tapanuli']",gempa mandailing natal panik warga tapanuli
513 bencana alam terjadi di indonesia sejak januari maret 2018,513 bencana alam jadi di indonesia sejak januari maret 2018,"['513', 'bencana', 'alam', 'jadi', 'di', 'indonesia', 'sejak', 'januari', 'maret', '2018']","['513', 'bencana', 'alam', 'indonesia', 'januari', 'maret', '2018']",513 bencana alam indonesia januari maret 2018
"gempa 5,5 magnitudo guncang semenanjung minahasa, sulteng   kumparan.com",gempa 5 5 magnitudo guncang semenanjung minahasa sulteng kumpar com,"['gempa', '5', '5', 'magnitudo', 'guncang', 'semenanjung', 'minahasa', 'sulteng', 'kumpar', 'com']","['gempa', '5', '5', 'magnitudo', 'guncang', 'semenanjung', 'minahasa', 'sulteng', 'kumpar', 'com']",gempa 5 5 magnitudo guncang semenanjung minahasa sulteng kumpar com
gedung gedung tinggi di jakarta dirancang tahan gempa magnitudo 8,gedung gedung tinggi di jakarta rancang tahan gempa magnitudo 8,"['gedung', 'gedung', 'tinggi', 'di', 'jakarta', 'rancang', 'tahan', 'gempa', 'magnitudo', '8']","['gedung', 'gedung', 'jakarta', 'rancang', 'tahan', 'gempa', 'magnitudo', '8']",gedung gedung jakarta rancang tahan gempa magnitudo 8
bantuan akhirnya sampai di lokasi gempa mematikan papua nugini,bantu akhir sampai di lokasi gempa mati papua nugini,"['bantu', 'akhir', 'sampai', 'di', 'lokasi', 'gempa', 'mati', 'papua', 'nugini']","['bantu', 'lokasi', 'gempa', 'mati', 'papua', 'nugini']",bantu lokasi gempa mati papua nugini
"selain jakarta, 5 kota besar di dunia ini juga dibayangi ancaman gempa",selain jakarta 5 kota besar di dunia ini juga bayang ancam gempa,"['selain', 'jakarta', '5', 'kota', 'besar', 'di', 'dunia', 'ini', 'juga', 'bayang', 'ancam', 'gempa']","['jakarta', '5', 'kota', 'dunia', 'bayang', 'ancam', 'gempa']",jakarta 5 kota dunia bayang ancam gempa
"gempa 5,1 sr guncang bitung sulut, tak berpotensi tsunami",gempa 5 1 sr guncang bitung sulut tak potensi tsunami,"['gempa', '5', '1', 'sr', 'guncang', 'bitung', 'sulut', 'tak', 'potensi', 'tsunami']","['gempa', '5', '1', 'sr', 'guncang', 'bitung', 'sulut', 'potensi', 'tsunami']",gempa 5 1 sr guncang bitung sulut potensi tsunami
"belum jelas, status kepemilikan rumah dome bikin bingung warga   kumparan.com",belum jelas status milik rumah dome bikin bingung warga kumpar com,"['belum', 'jelas', 'status', 'milik', 'rumah', 'dome', 'bikin', 'bingung', 'warga', 'kumpar', 'com']","['status', 'milik', 'rumah', 'dome', 'bikin', 'bingung', 'warga', 'kumpar', 'com']",status milik rumah dome bikin bingung warga kumpar com
"rumah dome, 'kampung eskimo' dari yogyakarta   kumparan.com",rumah dome kampung eskimo dari yogyakarta kumpar com,"['rumah', 'dome', 'kampung', 'eskimo', 'dari', 'yogyakarta', 'kumpar', 'com']","['rumah', 'dome', 'kampung', 'eskimo', 'yogyakarta', 'kumpar', 'com']",rumah dome kampung eskimo yogyakarta kumpar com
"27 3 1964: gempa bumi terdahsyat 9,2 skala richter guncang alaska",27 3 1964 gempa bumi dahsyat 9 2 skala richter guncang alaska,"['27', '3', '1964', 'gempa', 'bumi', 'dahsyat', '9', '2', 'skala', 'richter', 'guncang', 'alaska']","['27', '3', '1964', 'gempa', 'bumi', 'dahsyat', '9', '2', 'skala', 'richter', 'guncang', 'alaska']",27 3 1964 gempa bumi dahsyat 9 2 skala richter guncang alaska
benua afrika akan terbelah dua?   kumparan.com,benua afrika akan belah dua kumpar com,"['benua', 'afrika', 'akan', 'belah', 'dua', 'kumpar', 'com']","['benua', 'afrika', 'belah', 'kumpar', 'com']",benua afrika belah kumpar com
"heboh prediksi akan terjadi gempa bumi besar dan tsunami di pandeglang, begini reaksi netizen",heboh prediksi akan jadi gempa bumi besar dan tsunami di pandeglang begini reaksi netizen,"['heboh', 'prediksi', 'akan', 'jadi', 'gempa', 'bumi', 'besar', 'dan', 'tsunami', 'di', 'pandeglang', 'begini', 'reaksi', 'netizen']","['heboh', 'prediksi', 'gempa', 'bumi', 'tsunami', 'pandeglang', 'reaksi', 'netizen']",heboh prediksi gempa bumi tsunami pandeglang reaksi netizen
"terkuak, misteri retakan besar di kenya yang diduga bikin benua afrika terbelah",kuak misteri reta besar di kenya yang duga bikin benua afrika belah,"['kuak', 'misteri', 'reta', 'besar', 'di', 'kenya', 'yang', 'duga', 'bikin', 'benua', 'afrika', 'belah']","['kuak', 'misteri', 'reta', 'kenya', 'duga', 'bikin', 'benua', 'afrika', 'belah']",kuak misteri reta kenya duga bikin benua afrika belah
"gempa 5,7 sr guncang jepang, 3 orang luka luka",gempa 5 7 sr guncang jepang 3 orang luka luka,"['gempa', '5', '7', 'sr', 'guncang', 'jepang', '3', 'orang', 'luka', 'luka']","['gempa', '5', '7', 'sr', 'guncang', 'jepang', '3', 'orang', 'luka', 'luka']",gempa 5 7 sr guncang jepang 3 orang luka luka
"katanya bisa memicu tsunami besar, apa sebenarnya megathrust?",kata bisa picu tsunami besar apa benar megathrust,"['kata', 'bisa', 'picu', 'tsunami', 'besar', 'apa', 'benar', 'megathrust']","['picu', 'tsunami', 'megathrust']",picu tsunami megathrust
"korban gempa banjarnegara bertambah, dua orang meninggal tertimpa reruntuhan",korban gempa banjarnegara tambah dua orang tinggal timpa runtuh,"['korban', 'gempa', 'banjarnegara', 'tambah', 'dua', 'orang', 'tinggal', 'timpa', 'runtuh']","['korban', 'gempa', 'banjarnegara', 'orang', 'tinggal', 'timpa', 'runtuh']",korban gempa banjarnegara orang tinggal timpa runtuh
hari ini dalam sejarah: gempa dahsyat guncang san francisco,hari ini dalam sejarah gempa dahsyat guncang san francisco,"['hari', 'ini', 'dalam', 'sejarah', 'gempa', 'dahsyat', 'guncang', 'san', 'francisco']","['sejarah', 'gempa', 'dahsyat', 'guncang', 'san', 'francisco']",sejarah gempa dahsyat guncang san francisco
"gempa hanya 4,4 sr tapi berdampak dahsyat di banjarnegara, kenapa?",gempa hanya 4 4 sr tapi dampak dahsyat di banjarnegara kenapa,"['gempa', 'hanya', '4', '4', 'sr', 'tapi', 'dampak', 'dahsyat', 'di', 'banjarnegara', 'kenapa']","['gempa', '4', '4', 'sr', 'dampak', 'dahsyat', 'banjarnegara']",gempa 4 4 sr dampak dahsyat banjarnegara
benarkah perilaku hewan bisa jadi tanda gempa bumi?,benar perilaku hewan bisa jadi tanda gempa bumi,"['benar', 'perilaku', 'hewan', 'bisa', 'jadi', 'tanda', 'gempa', 'bumi']","['perilaku', 'hewan', 'tanda', 'gempa', 'bumi']",perilaku hewan tanda gempa bumi
"gempa bermagnitudo 5,8 guncang bali, tak berpotensi tsunami",gempa magnitudo 5 8 guncang bal tak potensi tsunami,"['gempa', 'magnitudo', '5', '8', 'guncang', 'bal', 'tak', 'potensi', 'tsunami']","['gempa', 'magnitudo', '5', '8', 'guncang', 'bal', 'potensi', 'tsunami']",gempa magnitudo 5 8 guncang bal potensi tsunami
"gempa 5,8 sr guncang perairan timur laut bali",gempa 5 8 sr guncang air timur laut bal,"['gempa', '5', '8', 'sr', 'guncang', 'air', 'timur', 'laut', 'bal']","['gempa', '5', '8', 'sr', 'guncang', 'air', 'timur', 'laut', 'bal']",gempa 5 8 sr guncang air timur laut bal
lava gunung kilauea di hawaii hancurkan 26 rumah,lava gunung kilauea di hawaii hancur 26 rumah,"['lava', 'gunung', 'kilauea', 'di', 'hawaii', 'hancur', '26', 'rumah']","['lava', 'gunung', 'kilauea', 'hawaii', 'hancur', '26', 'rumah']",lava gunung kilauea hawaii hancur 26 rumah
pesawat yang sedang mengudara aman dari risiko gempa bumi? ini jawabannya,pesawat yang sedang udara aman dari risiko gempa bumi ini jawab,"['pesawat', 'yang', 'sedang', 'udara', 'aman', 'dari', 'risiko', 'gempa', 'bumi', 'ini', 'jawab']","['pesawat', 'udara', 'aman', 'risiko', 'gempa', 'bumi']",pesawat udara aman risiko gempa bumi
"gempa bumi tangshan 1976, kegagalan besar pemerintah tiongkok   kumparan.com",gempa bumi tangshan 1976 gagal besar perintah tiongkok kumpar com,"['gempa', 'bumi', 'tangshan', '1976', 'gagal', 'besar', 'perintah', 'tiongkok', 'kumpar', 'com']","['gempa', 'bumi', 'tangshan', '1976', 'gagal', 'perintah', 'tiongkok', 'kumpar', 'com']",gempa bumi tangshan 1976 gagal perintah tiongkok kumpar com
"gempa 4,3 sr terjadi di pati jawa tengah",gempa 4 3 sr jadi di pati jawa tengah,"['gempa', '4', '3', 'sr', 'jadi', 'di', 'pati', 'jawa', 'tengah']","['gempa', '4', '3', 'sr', 'pati', 'jawa']",gempa 4 3 sr pati jawa
"gempa tektonik bermagnitudo 3,3 guncang gunung salak bogor",gempa tektonik magnitudo 3 3 guncang gunung salak bogor,"['gempa', 'tektonik', 'magnitudo', '3', '3', 'guncang', 'gunung', 'salak', 'bogor']","['gempa', 'tektonik', 'magnitudo', '3', '3', 'guncang', 'gunung', 'salak', 'bogor']",gempa tektonik magnitudo 3 3 guncang gunung salak bogor
michelle ziudith syuting 'ananta': rasakan gempa hingga kejedot pintu   kumparan.com,michelle ziudith syuting ananta rasa gempa hingga jedot pintu kumpar com,"['michelle', 'ziudith', 'syuting', 'ananta', 'rasa', 'gempa', 'hingga', 'jedot', 'pintu', 'kumpar', 'com']","['michelle', 'ziudith', 'syuting', 'ananta', 'gempa', 'jedot', 'pintu', 'kumpar', 'com']",michelle ziudith syuting ananta gempa jedot pintu kumpar com
inilah makhluk pertama di bumi yang punya paruh,ini makhluk pertama di bumi yang punya paruh,"['ini', 'makhluk', 'pertama', 'di', 'bumi', 'yang', 'punya', 'paruh']","['makhluk', 'bumi', 'paruh']",makhluk bumi paruh
"gempa 6,9 sr guncang hawaii, gunung kilauea kembali erupsi",gempa 6 9 sr guncang hawaii gunung kilauea kembali erupsi,"['gempa', '6', '9', 'sr', 'guncang', 'hawaii', 'gunung', 'kilauea', 'kembali', 'erupsi']","['gempa', '6', '9', 'sr', 'guncang', 'hawaii', 'gunung', 'kilauea', 'erupsi']",gempa 6 9 sr guncang hawaii gunung kilauea erupsi
gempa bumi antiokia pada 526 yang menghancurkan segala harapan   kumparan.com,gempa bumi antiokia pada 526 yang hancur segala harap kumpar com,"['gempa', 'bumi', 'antiokia', 'pada', '526', 'yang', 'hancur', 'segala', 'harap', 'kumpar', 'com']","['gempa', 'bumi', 'antiokia', '526', 'hancur', 'harap', 'kumpar', 'com']",gempa bumi antiokia 526 hancur harap kumpar com
prinsip prinsip geografi yang harus anda ketahui   kumparan.com,prinsip prinsip geografi yang harus anda tahu kumpar com,"['prinsip', 'prinsip', 'geografi', 'yang', 'harus', 'anda', 'tahu', 'kumpar', 'com']","['prinsip', 'prinsip', 'geografi', 'kumpar', 'com']",prinsip prinsip geografi kumpar com
"rusak pasca gempa, masjid ini sudah bisa digunakan sholat",rusak pasca gempa masjid ini sudah bisa guna sholat,"['rusak', 'pasca', 'gempa', 'masjid', 'ini', 'sudah', 'bisa', 'guna', 'sholat']","['rusak', 'pasca', 'gempa', 'masjid', 'sholat']",rusak pasca gempa masjid sholat
ingat masjid yang hancur karena gempa aceh 2016? begini kondisinya sekarang   kumparan.com,ingat masjid yang hancur karena gempa aceh 2016 begini kondisi sekarang kumpar com,"['ingat', 'masjid', 'yang', 'hancur', 'karena', 'gempa', 'aceh', '2016', 'begini', 'kondisi', 'sekarang', 'kumpar', 'com']","['masjid', 'hancur', 'gempa', 'aceh', '2016', 'kondisi', 'kumpar', 'com']",masjid hancur gempa aceh 2016 kondisi kumpar com
"kisah pengungsi korban gempa banjarnegara, jalani puasa di tenda... halaman all   kompas.com",kisah ungsi korban gempa banjarnegara jalan puasa di tenda halaman all kompas com,"['kisah', 'ungsi', 'korban', 'gempa', 'banjarnegara', 'jalan', 'puasa', 'di', 'tenda', 'halaman', 'all', 'kompas', 'com']","['kisah', 'ungsi', 'korban', 'gempa', 'banjarnegara', 'jalan', 'puasa', 'tenda', 'halaman', 'all', 'kompas', 'com']",kisah ungsi korban gempa banjarnegara jalan puasa tenda halaman all kompas com
"21 5 1960: gempa beruntun dan tsunami di chile, 5.000 orang tewas",21 5 1960 gempa untun dan tsunami di chile 5 000 orang tewas,"['21', '5', '1960', 'gempa', 'untun', 'dan', 'tsunami', 'di', 'chile', '5', '000', 'orang', 'tewas']","['21', '5', '1960', 'gempa', 'untun', 'tsunami', 'chile', '5', '000', 'orang', 'tewas']",21 5 1960 gempa untun tsunami chile 5 000 orang tewas
23 5 1960: tsunami 10 meter hawaii menewaskan 61 orang,23 5 1960 tsunami 10 meter hawaii tewas 61 orang,"['23', '5', '1960', 'tsunami', '10', 'meter', 'hawaii', 'tewas', '61', 'orang']","['23', '5', '1960', 'tsunami', '10', 'meter', 'hawaii', 'tewas', '61', 'orang']",23 5 1960 tsunami 10 meter hawaii tewas 61 orang
"gempa 4,4 sr landa sukabumi saat masyarakat sahur",gempa 4 4 sr landa sukabumi saat masyarakat sahur,"['gempa', '4', '4', 'sr', 'landa', 'sukabumi', 'saat', 'masyarakat', 'sahur']","['gempa', '4', '4', 'sr', 'landa', 'sukabumi', 'masyarakat', 'sahur']",gempa 4 4 sr landa sukabumi masyarakat sahur
mau bangun rumah? ini 7 jenis pondasi rumah yang harus kamu tahu!   kumparan.com,mau bangun rumah ini 7 jenis pondasi rumah yang harus kamu tahu kumpar com,"['mau', 'bangun', 'rumah', 'ini', '7', 'jenis', 'pondasi', 'rumah', 'yang', 'harus', 'kamu', 'tahu', 'kumpar', 'com']","['bangun', 'rumah', '7', 'jenis', 'pondasi', 'rumah', 'kumpar', 'com']",bangun rumah 7 jenis pondasi rumah kumpar com
bmkg banjarnegara siaga 24 jam pantau gempa bumi,bmkg banjarnegara siaga 24 jam pantau gempa bumi,"['bmkg', 'banjarnegara', 'siaga', '24', 'jam', 'pantau', 'gempa', 'bumi']","['bmkg', 'banjarnegara', 'siaga', '24', 'jam', 'pantau', 'gempa', 'bumi']",bmkg banjarnegara siaga 24 jam pantau gempa bumi
kebakaran terjadi di takatsuki osaka akibat gas saat terjadi gempa,bakar jadi di takatsuki osaka akibat gas saat jadi gempa,"['bakar', 'jadi', 'di', 'takatsuki', 'osaka', 'akibat', 'gas', 'saat', 'jadi', 'gempa']","['bakar', 'takatsuki', 'osaka', 'akibat', 'gas', 'gempa']",bakar takatsuki osaka akibat gas gempa
gempa bumi terbesar kedua sepanjang sejarah jepang tahun 1995   kumparan.com,gempa bumi besar dua panjang sejarah jepang tahun 1995 kumpar com,"['gempa', 'bumi', 'besar', 'dua', 'panjang', 'sejarah', 'jepang', 'tahun', '1995', 'kumpar', 'com']","['gempa', 'bumi', 'sejarah', 'jepang', '1995', 'kumpar', 'com']",gempa bumi sejarah jepang 1995 kumpar com
fokus timnas jepang di piala dunia 2018 diganggu gempa osaka,fokus timnas jepang di piala dunia 2018 ganggu gempa osaka,"['fokus', 'timnas', 'jepang', 'di', 'piala', 'dunia', '2018', 'ganggu', 'gempa', 'osaka']","['fokus', 'timnas', 'jepang', 'piala', 'dunia', '2018', 'ganggu', 'gempa', 'osaka']",fokus timnas jepang piala dunia 2018 ganggu gempa osaka
gempa bumi di armenia tahun 1988 dan perubahan kebijakan uni soviet   kumparan.com,gempa bumi di armenia tahun 1988 dan ubah bijak uni soviet kumpar com,"['gempa', 'bumi', 'di', 'armenia', 'tahun', '1988', 'dan', 'ubah', 'bijak', 'uni', 'soviet', 'kumpar', 'com']","['gempa', 'bumi', 'armenia', '1988', 'ubah', 'bijak', 'uni', 'soviet', 'kumpar', 'com']",gempa bumi armenia 1988 ubah bijak uni soviet kumpar com
"gempa 5 sr guncang pulau pagai utara, kep mentawai",gempa 5 sr guncang pulau pagai utara kep tawa,"['gempa', '5', 'sr', 'guncang', 'pulau', 'pagai', 'utara', 'kep', 'tawa']","['gempa', '5', 'sr', 'guncang', 'pulau', 'pagai', 'utara', 'kep', 'tawa']",gempa 5 sr guncang pulau pagai utara kep tawa
"gempa bumi gansu 1920, salah satu bencana alam terbesar di tiongkok   kumparan.com",gempa bumi gansu 1920 salah satu bencana alam besar di tiongkok kumpar com,"['gempa', 'bumi', 'gansu', '1920', 'salah', 'satu', 'bencana', 'alam', 'besar', 'di', 'tiongkok', 'kumpar', 'com']","['gempa', 'bumi', 'gansu', '1920', 'salah', 'bencana', 'alam', 'tiongkok', 'kumpar', 'com']",gempa bumi gansu 1920 salah bencana alam tiongkok kumpar com
gempa bumi menurut mitologi yunani dan hindu   kumparan.com,gempa bumi turut mitologi yunani dan hindu kumpar com,"['gempa', 'bumi', 'turut', 'mitologi', 'yunani', 'dan', 'hindu', 'kumpar', 'com']","['gempa', 'bumi', 'mitologi', 'yunani', 'hindu', 'kumpar', 'com']",gempa bumi mitologi yunani hindu kumpar com
"bmkg koreksi pernyataan, ternyata benar ada gempa di kalimantan tengah",bmkg koreksi nyata nyata benar ada gempa di kalimantan tengah,"['bmkg', 'koreksi', 'nyata', 'nyata', 'benar', 'ada', 'gempa', 'di', 'kalimantan', 'tengah']","['bmkg', 'koreksi', 'nyata', 'nyata', 'gempa', 'kalimantan']",bmkg koreksi nyata nyata gempa kalimantan
gempa bumi langka di kalimantan tengah diselidiki bmkg,gempa bumi langka di kalimantan tengah selidik bmkg,"['gempa', 'bumi', 'langka', 'di', 'kalimantan', 'tengah', 'selidik', 'bmkg']","['gempa', 'bumi', 'langka', 'kalimantan', 'selidik', 'bmkg']",gempa bumi langka kalimantan selidik bmkg
