published date,title,stem,tokens,tokens_clean,merged
2018-01-09 08:00:00+00:00,cinevista studios gets notice for fire safety violations,cinevista studios gets notice for fire safety violations,"['cinevista', 'studios', 'gets', 'notice', 'for', 'fire', 'safety', 'violations']","['cinevista', 'studios', 'gets', 'notice', 'for', 'fire', 'safety', 'violations']",cinevista studios gets notice for fire safety violations
2018-02-01 08:00:00+00:00,sisa api unggun pendaki diduga jadi penyebab kebakaran gunung talang,sisa api unggun daki duga jadi sebab bakar gunung talang,"['sisa', 'api', 'unggun', 'daki', 'duga', 'jadi', 'sebab', 'bakar', 'gunung', 'talang']","['sisa', 'api', 'unggun', 'daki', 'duga', 'bakar', 'gunung', 'talang']",sisa api unggun daki duga bakar gunung talang
2018-02-01 08:00:00+00:00,"kebakaran di tunjung maya, 3 rumah hangus, seorang nenek nyaris terbakar",bakar di tunjung maya 3 rumah hangus orang nenek nyaris bakar,"['bakar', 'di', 'tunjung', 'maya', '3', 'rumah', 'hangus', 'orang', 'nenek', 'nyaris', 'bakar']","['bakar', 'tunjung', 'maya', '3', 'rumah', 'hangus', 'orang', 'nenek', 'bakar']",bakar tunjung maya 3 rumah hangus orang nenek bakar
2018-02-02 08:00:00+00:00,empat orang sekeluarga tewas dalam kebakaran di cengkareng,empat orang keluarga tewas dalam bakar di cengkareng,"['empat', 'orang', 'keluarga', 'tewas', 'dalam', 'bakar', 'di', 'cengkareng']","['orang', 'keluarga', 'tewas', 'bakar', 'cengkareng']",orang keluarga tewas bakar cengkareng
2018-02-02 08:00:00+00:00,"kebakaran di belilas, dua ruko dan 12 kios hangus terbakar",bakar di bilas dua ruko dan 12 kios hangus bakar,"['bakar', 'di', 'bilas', 'dua', 'ruko', 'dan', '12', 'kios', 'hangus', 'bakar']","['bakar', 'bilas', 'ruko', '12', 'kios', 'hangus', 'bakar']",bakar bilas ruko 12 kios hangus bakar
2018-02-02 08:00:00+00:00,empat orang tewas dalam kebakaran di pedongkelan | republika online,empat orang tewas dalam bakar di dongkel republika online,"['empat', 'orang', 'tewas', 'dalam', 'bakar', 'di', 'dongkel', 'republika', 'online']","['orang', 'tewas', 'bakar', 'dongkel', 'republika', 'online']",orang tewas bakar dongkel republika online
2018-02-02 08:00:00+00:00,"selidiki penyebab kebakaran, tim puslabfor dari medan didatangkan ke desa bekawan mandah",selidik sebab bakar tim puslabfor dari medan datang ke desa bekawan mandah,"['selidik', 'sebab', 'bakar', 'tim', 'puslabfor', 'dari', 'medan', 'datang', 'ke', 'desa', 'bekawan', 'mandah']","['selidik', 'bakar', 'tim', 'puslabfor', 'medan', 'desa', 'bekawan', 'mandah']",selidik bakar tim puslabfor medan desa bekawan mandah
2018-02-02 08:00:00+00:00,kesaksian warga soal kebakaran di pedongkelan yang tewaskan satu keluarga,saksi warga soal bakar di dongkel yang tewas satu keluarga,"['saksi', 'warga', 'soal', 'bakar', 'di', 'dongkel', 'yang', 'tewas', 'satu', 'keluarga']","['saksi', 'warga', 'bakar', 'dongkel', 'tewas', 'keluarga']",saksi warga bakar dongkel tewas keluarga
2018-02-02 08:00:00+00:00,cerita satu-satunya rumah selamat dalam kebakaran di tamansari,cerita satu rumah selamat dalam bakar di tamansari,"['cerita', 'satu', 'rumah', 'selamat', 'dalam', 'bakar', 'di', 'tamansari']","['cerita', 'rumah', 'selamat', 'bakar', 'tamansari']",cerita rumah selamat bakar tamansari
2018-02-03 08:00:00+00:00,potret ruangan di gedung dpr yang hangus terbakar,potret ruang di gedung dpr yang hangus bakar,"['potret', 'ruang', 'di', 'gedung', 'dpr', 'yang', 'hangus', 'bakar']","['potret', 'ruang', 'gedung', 'dpr', 'hangus', 'bakar']",potret ruang gedung dpr hangus bakar
2018-02-03 08:00:00+00:00,kebakaran kebun sawit meluas,bakar kebun sawit luas,"['bakar', 'kebun', 'sawit', 'luas']","['bakar', 'kebun', 'sawit', 'luas']",bakar kebun sawit luas
2018-02-03 08:00:00+00:00,kebakaran di gedung dpr/mpr karena korsleting,bakar di gedung dpr mpr karena korsleting,"['bakar', 'di', 'gedung', 'dpr', 'mpr', 'karena', 'korsleting']","['bakar', 'gedung', 'dpr', 'mpr', 'korsleting']",bakar gedung dpr mpr korsleting
2018-02-03 08:00:00+00:00,kepulan asap di gedung mpr akibat dispenser yang terbakar,kepul asap di gedung mpr akibat dispenser yang bakar,"['kepul', 'asap', 'di', 'gedung', 'mpr', 'akibat', 'dispenser', 'yang', 'bakar']","['kepul', 'asap', 'gedung', 'mpr', 'akibat', 'dispenser', 'bakar']",kepul asap gedung mpr akibat dispenser bakar
2018-02-04 08:00:00+00:00,foto: sumbangan pakaian untuk korban kebakaran taman sari dibuang,foto sumbang pakai untuk korban bakar taman sari buang,"['foto', 'sumbang', 'pakai', 'untuk', 'korban', 'bakar', 'taman', 'sari', 'buang']","['foto', 'sumbang', 'pakai', 'korban', 'bakar', 'taman', 'sari', 'buang']",foto sumbang pakai korban bakar taman sari buang
2018-02-05 08:00:00+00:00,"ini penyebab kebakaran bangunan tiga lantai, di jalan cimuncang kota bandung tadi pagi",ini sebab bakar bangun tiga lantai di jalan cimuncang kota bandung tadi pagi,"['ini', 'sebab', 'bakar', 'bangun', 'tiga', 'lantai', 'di', 'jalan', 'cimuncang', 'kota', 'bandung', 'tadi', 'pagi']","['bakar', 'bangun', 'lantai', 'jalan', 'cimuncang', 'kota', 'bandung', 'pagi']",bakar bangun lantai jalan cimuncang kota bandung pagi
2018-02-05 08:00:00+00:00,"ajak artis, eko patrio beri bantuan korban kebakaran krukut",ajak artis eko patrio beri bantu korban bakar krukut,"['ajak', 'artis', 'eko', 'patrio', 'beri', 'bantu', 'korban', 'bakar', 'krukut']","['ajak', 'artis', 'eko', 'patrio', 'bantu', 'korban', 'bakar', 'krukut']",ajak artis eko patrio bantu korban bakar krukut
2018-02-06 08:00:00+00:00,bus damri hangus terbakar di depan kampus ipdn jatinangor,bus damri hangus bakar di depan kampus ipdn jatinangor,"['bus', 'damri', 'hangus', 'bakar', 'di', 'depan', 'kampus', 'ipdn', 'jatinangor']","['bus', 'damri', 'hangus', 'bakar', 'kampus', 'ipdn', 'jatinangor']",bus damri hangus bakar kampus ipdn jatinangor
2018-02-06 08:00:00+00:00,"kebakaran hotel arum selasa dinihari, polisi pasang police line, penyebabnya masih misteri",bakar hotel arum selasa dinihari polisi pasang police line sebab masih misteri,"['bakar', 'hotel', 'arum', 'selasa', 'dinihari', 'polisi', 'pasang', 'police', 'line', 'sebab', 'masih', 'misteri']","['bakar', 'hotel', 'arum', 'selasa', 'dinihari', 'polisi', 'pasang', 'police', 'line', 'misteri']",bakar hotel arum selasa dinihari polisi pasang police line misteri
2018-02-06 08:00:00+00:00,bus damri jatinangor terbakar karena korslet di panel mesin kemudi,bus damri jatinangor bakar karena korslet di panel mesin kemudi,"['bus', 'damri', 'jatinangor', 'bakar', 'karena', 'korslet', 'di', 'panel', 'mesin', 'kemudi']","['bus', 'damri', 'jatinangor', 'bakar', 'korslet', 'panel', 'mesin', 'kemudi']",bus damri jatinangor bakar korslet panel mesin kemudi
2018-02-06 08:00:00+00:00,kebakaran di kampung cina bukittinggi hanguskan ck center,bakar di kampung cina bukittinggi hangus ck center,"['bakar', 'di', 'kampung', 'cina', 'bukittinggi', 'hangus', 'ck', 'center']","['bakar', 'kampung', 'cina', 'bukittinggi', 'hangus', 'ck', 'center']",bakar kampung cina bukittinggi hangus ck center
2018-02-08 08:00:00+00:00,ancaman jokowi mencopot jajaran tni dan polisi: efektifkah mengatasi kebakaran hutan?,ancam jokowi copot jajar tni dan polisi efektif atas bakar hutan,"['ancam', 'jokowi', 'copot', 'jajar', 'tni', 'dan', 'polisi', 'efektif', 'atas', 'bakar', 'hutan']","['ancam', 'jokowi', 'copot', 'jajar', 'tni', 'polisi', 'efektif', 'bakar', 'hutan']",ancam jokowi copot jajar tni polisi efektif bakar hutan
2018-02-08 08:00:00+00:00,"kebakaran di jalan satangnga makassar, 8 unit damkar dikerahkan ke lokasi",bakar di jalan satangnga makassar 8 unit damkar kerah ke lokasi,"['bakar', 'di', 'jalan', 'satangnga', 'makassar', '8', 'unit', 'damkar', 'kerah', 'ke', 'lokasi']","['bakar', 'jalan', 'satangnga', 'makassar', '8', 'unit', 'damkar', 'kerah', 'lokasi']",bakar jalan satangnga makassar 8 unit damkar kerah lokasi
2018-02-09 08:00:00+00:00,empat rumah warga panipahan rohil ludes dilalap api,empat rumah warga panipahan rohil ludes lalap api,"['empat', 'rumah', 'warga', 'panipahan', 'rohil', 'ludes', 'lalap', 'api']","['rumah', 'warga', 'panipahan', 'rohil', 'ludes', 'lalap', 'api']",rumah warga panipahan rohil ludes lalap api
2018-02-12 08:00:00+00:00,manggala agni tingkatkan kewaspadaan antisipasi karhutla,manggala agni tingkat waspada antisipasi karhutla,"['manggala', 'agni', 'tingkat', 'waspada', 'antisipasi', 'karhutla']","['manggala', 'agni', 'tingkat', 'waspada', 'antisipasi', 'karhutla']",manggala agni tingkat waspada antisipasi karhutla
2018-02-13 08:00:00+00:00,"kebakaran hutan melanda ibu kota kalimantan barat, 20 hektare lahan gambut terbakar",bakar hutan landa ibu kota kalimantan barat 20 hektare lahan gambut bakar,"['bakar', 'hutan', 'landa', 'ibu', 'kota', 'kalimantan', 'barat', '20', 'hektare', 'lahan', 'gambut', 'bakar']","['bakar', 'hutan', 'landa', 'kota', 'kalimantan', 'barat', '20', 'hektare', 'lahan', 'gambut', 'bakar']",bakar hutan landa kota kalimantan barat 20 hektare lahan gambut bakar
2018-02-13 08:00:00+00:00,sejumlah arsip kasus hukum pemprov bali hangus saat kebakaran,jumlah arsip kasus hukum pemprov bal hangus saat bakar,"['jumlah', 'arsip', 'kasus', 'hukum', 'pemprov', 'bal', 'hangus', 'saat', 'bakar']","['arsip', 'hukum', 'pemprov', 'bal', 'hangus', 'bakar']",arsip hukum pemprov bal hangus bakar
2018-02-13 08:00:00+00:00,kantor gubernur bali kebakaran,kantor gubernur bal bakar,"['kantor', 'gubernur', 'bal', 'bakar']","['kantor', 'gubernur', 'bal', 'bakar']",kantor gubernur bal bakar
2018-02-13 08:00:00+00:00,kebakaran di jalan cendana pontianak hanguskan tempat usaha acun,bakar di jalan cendana pontianak hangus tempat usaha acun,"['bakar', 'di', 'jalan', 'cendana', 'pontianak', 'hangus', 'tempat', 'usaha', 'acun']","['bakar', 'jalan', 'cendana', 'pontianak', 'hangus', 'usaha', 'acun']",bakar jalan cendana pontianak hangus usaha acun
2018-02-13 08:00:00+00:00,gedung biro hukum dan ham di kantor gubernur bali kebakaran,gedung biro hukum dan ham di kantor gubernur bal bakar,"['gedung', 'biro', 'hukum', 'dan', 'ham', 'di', 'kantor', 'gubernur', 'bal', 'bakar']","['gedung', 'biro', 'hukum', 'ham', 'kantor', 'gubernur', 'bal', 'bakar']",gedung biro hukum ham kantor gubernur bal bakar
2018-02-13 08:00:00+00:00,kebakaran gedung di kantor gubernur bali berhasil dipadamkan,bakar gedung di kantor gubernur bal hasil padam,"['bakar', 'gedung', 'di', 'kantor', 'gubernur', 'bal', 'hasil', 'padam']","['bakar', 'gedung', 'kantor', 'gubernur', 'bal', 'hasil', 'padam']",bakar gedung kantor gubernur bal hasil padam
2018-02-13 08:00:00+00:00,kebakaran landa jorok utan sumbawa | suarantb.com,bakar landa jorok utan sumbawa suarantb com,"['bakar', 'landa', 'jorok', 'utan', 'sumbawa', 'suarantb', 'com']","['bakar', 'landa', 'jorok', 'utan', 'sumbawa', 'suarantb', 'com']",bakar landa jorok utan sumbawa suarantb com
2018-02-14 08:00:00+00:00,jurus fire emergency response team antisipasi karhutla di pelalawan,jurus fire emergency response team antisipasi karhutla di pelalawan,"['jurus', 'fire', 'emergency', 'response', 'team', 'antisipasi', 'karhutla', 'di', 'pelalawan']","['jurus', 'fire', 'emergency', 'response', 'team', 'antisipasi', 'karhutla', 'pelalawan']",jurus fire emergency response team antisipasi karhutla pelalawan
2018-02-14 08:00:00+00:00,"usai kebakaran hebat, kini pegawai yang bertugas di gedung unit v kantor gubernur bali menunggu",usai bakar hebat kini pegawai yang tugas di gedung unit v kantor gubernur bal tunggu,"['usai', 'bakar', 'hebat', 'kini', 'pegawai', 'yang', 'tugas', 'di', 'gedung', 'unit', 'v', 'kantor', 'gubernur', 'bal', 'tunggu']","['bakar', 'hebat', 'pegawai', 'tugas', 'gedung', 'unit', 'v', 'kantor', 'gubernur', 'bal', 'tunggu']",bakar hebat pegawai tugas gedung unit v kantor gubernur bal tunggu
2018-02-14 08:00:00+00:00,kebakaran di kantor gubernur simbol kantor pemerintahan di bali tidak terjaga,bakar di kantor gubernur simbol kantor perintah di bal tidak jaga,"['bakar', 'di', 'kantor', 'gubernur', 'simbol', 'kantor', 'perintah', 'di', 'bal', 'tidak', 'jaga']","['bakar', 'kantor', 'gubernur', 'simbol', 'kantor', 'perintah', 'bal', 'jaga']",bakar kantor gubernur simbol kantor perintah bal jaga
2018-02-14 08:00:00+00:00,dua mobil dinas pemadam kebakaran badung terjebak di taman kantor gubernur bali,dua mobil dinas madam bakar badung jebak di taman kantor gubernur bal,"['dua', 'mobil', 'dinas', 'madam', 'bakar', 'badung', 'jebak', 'di', 'taman', 'kantor', 'gubernur', 'bal']","['mobil', 'dinas', 'madam', 'bakar', 'badung', 'jebak', 'taman', 'kantor', 'gubernur', 'bal']",mobil dinas madam bakar badung jebak taman kantor gubernur bal
2018-02-14 08:00:00+00:00,"bus ""low entry"" transjakarta miliki fitur pencegah kebakaran",bus low entry transjakarta milik fitur cegah bakar,"['bus', 'low', 'entry', 'transjakarta', 'milik', 'fitur', 'cegah', 'bakar']","['bus', 'low', 'entry', 'transjakarta', 'milik', 'fitur', 'cegah', 'bakar']",bus low entry transjakarta milik fitur cegah bakar
2018-02-15 08:00:00+00:00,kebakaran hebat di pasar belakang sibolga: korban tewas syamsul bahri tarihoran,bakar hebat di pasar belakang sibolga korban tewas syamsul bahri tarihoran,"['bakar', 'hebat', 'di', 'pasar', 'belakang', 'sibolga', 'korban', 'tewas', 'syamsul', 'bahri', 'tarihoran']","['bakar', 'hebat', 'pasar', 'sibolga', 'korban', 'tewas', 'syamsul', 'bahri', 'tarihoran']",bakar hebat pasar sibolga korban tewas syamsul bahri tarihoran
2018-02-15 08:00:00+00:00,cerita aneh saat api membakar kantor gubernur bali,cerita aneh saat api bakar kantor gubernur bal,"['cerita', 'aneh', 'saat', 'api', 'bakar', 'kantor', 'gubernur', 'bal']","['cerita', 'aneh', 'api', 'bakar', 'kantor', 'gubernur', 'bal']",cerita aneh api bakar kantor gubernur bal
2018-02-16 08:00:00+00:00,kebakaran lahan di lingkungan pondok pesantren hidayatul muslimin 1 capai 4 hektare,bakar lahan di lingkung pondok pesantren hidayatul muslimin 1 capai 4 hektare,"['bakar', 'lahan', 'di', 'lingkung', 'pondok', 'pesantren', 'hidayatul', 'muslimin', '1', 'capai', '4', 'hektare']","['bakar', 'lahan', 'lingkung', 'pondok', 'pesantren', 'hidayatul', 'muslimin', '1', 'capai', '4', 'hektare']",bakar lahan lingkung pondok pesantren hidayatul muslimin 1 capai 4 hektare
2018-02-16 08:00:00+00:00,pabrik styrofoam di tigaraksa ludes terbakar,pabrik styrofoam di tigaraksa ludes bakar,"['pabrik', 'styrofoam', 'di', 'tigaraksa', 'ludes', 'bakar']","['pabrik', 'styrofoam', 'tigaraksa', 'ludes', 'bakar']",pabrik styrofoam tigaraksa ludes bakar
2018-02-16 08:00:00+00:00,"warung steak and shake ludes, sumber kebakaran dari belakang bangunan",warung steak and shake ludes sumber bakar dari belakang bangun,"['warung', 'steak', 'and', 'shake', 'ludes', 'sumber', 'bakar', 'dari', 'belakang', 'bangun']","['warung', 'steak', 'and', 'shake', 'ludes', 'sumber', 'bakar', 'bangun']",warung steak and shake ludes sumber bakar bangun
2018-02-17 08:00:00+00:00,"cas ponsel di tempat tidur picu kebakaran, alasannya?",cas ponsel di tempat tidur picu bakar alas,"['cas', 'ponsel', 'di', 'tempat', 'tidur', 'picu', 'bakar', 'alas']","['cas', 'ponsel', 'tidur', 'picu', 'bakar', 'alas']",cas ponsel tidur picu bakar alas
2018-02-17 08:00:00+00:00,"kawasan chinatown di siak terbakar saat imlek, 40 bangunan ludes",kawasan chinatown di siak bakar saat imlek 40 bangun ludes,"['kawasan', 'chinatown', 'di', 'siak', 'bakar', 'saat', 'imlek', '40', 'bangun', 'ludes']","['kawasan', 'chinatown', 'siak', 'bakar', 'imlek', '40', 'bangun', 'ludes']",kawasan chinatown siak bakar imlek 40 bangun ludes
2018-02-17 08:00:00+00:00,foto: kebakaran mobil di arena balap nascar truck series,foto bakar mobil di arena balap nascar truck series,"['foto', 'bakar', 'mobil', 'di', 'arena', 'balap', 'nascar', 'truck', 'series']","['foto', 'bakar', 'mobil', 'arena', 'balap', 'nascar', 'truck', 'series']",foto bakar mobil arena balap nascar truck series
2018-02-17 08:00:00+00:00,antara musibah kebakaran cina town siak dengan pendapat pakar fengsui asal kota medan soal tahun anjing ...,antara musibah bakar cina town siak dengan dapat pakar fengsui asal kota medan soal tahun anjing,"['antara', 'musibah', 'bakar', 'cina', 'town', 'siak', 'dengan', 'dapat', 'pakar', 'fengsui', 'asal', 'kota', 'medan', 'soal', 'tahun', 'anjing']","['musibah', 'bakar', 'cina', 'town', 'siak', 'pakar', 'fengsui', 'kota', 'medan', 'anjing']",musibah bakar cina town siak pakar fengsui kota medan anjing
2018-02-17 08:00:00+00:00,40 bangunan di kompleks chinatown siak terbakar,40 bangun di kompleks chinatown siak bakar,"['40', 'bangun', 'di', 'kompleks', 'chinatown', 'siak', 'bakar']","['40', 'bangun', 'kompleks', 'chinatown', 'siak', 'bakar']",40 bangun kompleks chinatown siak bakar
2018-02-17 08:00:00+00:00,"kebakaran di siak riau, 40 unit bangunan ludes dilalap api",bakar di siak riau 40 unit bangun ludes lalap api,"['bakar', 'di', 'siak', 'riau', '40', 'unit', 'bangun', 'ludes', 'lalap', 'api']","['bakar', 'siak', 'riau', '40', 'unit', 'bangun', 'ludes', 'lalap', 'api']",bakar siak riau 40 unit bangun ludes lalap api
2018-02-17 08:00:00+00:00,seperti ini kondisi kampung cina siak pasca kebakaran dinihari | nadariau.com,seperti ini kondisi kampung cina siak pasca bakar dinihari nadariau com,"['seperti', 'ini', 'kondisi', 'kampung', 'cina', 'siak', 'pasca', 'bakar', 'dinihari', 'nadariau', 'com']","['kondisi', 'kampung', 'cina', 'siak', 'pasca', 'bakar', 'dinihari', 'nadariau', 'com']",kondisi kampung cina siak pasca bakar dinihari nadariau com
2018-02-17 08:00:00+00:00,api hanguskan sekolah negeri pertama di siak,api hangus sekolah negeri pertama di siak,"['api', 'hangus', 'sekolah', 'negeri', 'pertama', 'di', 'siak']","['api', 'hangus', 'sekolah', 'negeri', 'siak']",api hangus sekolah negeri siak
2018-02-18 08:00:00+00:00,"kebakaran di pademangan, 3 orang tewas terjebak di dalam rumah berpagar besi",bakar di pademangan 3 orang tewas jebak di dalam rumah pagar besi,"['bakar', 'di', 'pademangan', '3', 'orang', 'tewas', 'jebak', 'di', 'dalam', 'rumah', 'pagar', 'besi']","['bakar', 'pademangan', '3', 'orang', 'tewas', 'jebak', 'rumah', 'pagar', 'besi']",bakar pademangan 3 orang tewas jebak rumah pagar besi
2018-02-18 08:00:00+00:00,"gedung smp pgri di bogor terbakar, ratusan siswa diliburkan 3 hari",gedung smp pgri di bogor bakar ratus siswa libur 3 hari,"['gedung', 'smp', 'pgri', 'di', 'bogor', 'bakar', 'ratus', 'siswa', 'libur', '3', 'hari']","['gedung', 'smp', 'pgri', 'bogor', 'bakar', 'ratus', 'siswa', 'libur', '3']",gedung smp pgri bogor bakar ratus siswa libur 3
2018-02-19 08:00:00+00:00,kebakaran rusak vihara berusia 1.300 tahun di tibet,bakar rusak vihara usia 1 300 tahun di tibet,"['bakar', 'rusak', 'vihara', 'usia', '1', '300', 'tahun', 'di', 'tibet']","['bakar', 'rusak', 'vihara', 'usia', '1', '300', 'tibet']",bakar rusak vihara usia 1 300 tibet
2018-02-19 08:00:00+00:00,bmkg deteksi lima titik panas di riau,bmkg deteksi lima titik panas di riau,"['bmkg', 'deteksi', 'lima', 'titik', 'panas', 'di', 'riau']","['bmkg', 'deteksi', 'titik', 'panas', 'riau']",bmkg deteksi titik panas riau
2018-02-20 08:00:00+00:00,korban kebakaran di mandailing natal masih syok,korban bakar di mandailing natal masih syok,"['korban', 'bakar', 'di', 'mandailing', 'natal', 'masih', 'syok']","['korban', 'bakar', 'mandailing', 'natal', 'syok']",korban bakar mandailing natal syok
2018-02-20 08:00:00+00:00,"rumah dokter di pekalongan terbakar, seorang nenek tewas terpanggang",rumah dokter di kalong bakar orang nenek tewas panggang,"['rumah', 'dokter', 'di', 'kalong', 'bakar', 'orang', 'nenek', 'tewas', 'panggang']","['rumah', 'dokter', 'kalong', 'bakar', 'orang', 'nenek', 'tewas', 'panggang']",rumah dokter kalong bakar orang nenek tewas panggang
2018-02-20 08:00:00+00:00,pemerintah kerahkan helikopter menangani kebakaran hutan,perintah kerah helikopter tangan bakar hutan,"['perintah', 'kerah', 'helikopter', 'tangan', 'bakar', 'hutan']","['perintah', 'kerah', 'helikopter', 'tangan', 'bakar', 'hutan']",perintah kerah helikopter tangan bakar hutan
2018-02-21 08:00:00+00:00,"kompor meledak, 14 rumah di pancurbatu ludes terbakar",kompor ledak 14 rumah di pancurbatu ludes bakar,"['kompor', 'ledak', '14', 'rumah', 'di', 'pancurbatu', 'ludes', 'bakar']","['kompor', 'ledak', '14', 'rumah', 'pancurbatu', 'ludes', 'bakar']",kompor ledak 14 rumah pancurbatu ludes bakar
2018-02-21 08:00:00+00:00,"kebakaran di jalan barukang ii, satu hangus dua lainnya terpaksa dirusak",bakar di jalan barukang ii satu hangus dua lain paksa rusak,"['bakar', 'di', 'jalan', 'barukang', 'ii', 'satu', 'hangus', 'dua', 'lain', 'paksa', 'rusak']","['bakar', 'jalan', 'barukang', 'ii', 'hangus', 'paksa', 'rusak']",bakar jalan barukang ii hangus paksa rusak
2018-02-21 08:00:00+00:00,empat provinsi darurat kebakaran hutan di tengah ancaman presiden jokowi,empat provinsi darurat bakar hutan di tengah ancam presiden jokowi,"['empat', 'provinsi', 'darurat', 'bakar', 'hutan', 'di', 'tengah', 'ancam', 'presiden', 'jokowi']","['provinsi', 'darurat', 'bakar', 'hutan', 'ancam', 'presiden', 'jokowi']",provinsi darurat bakar hutan ancam presiden jokowi
2018-02-22 08:00:00+00:00,"lebih dari 3 jam, kebakaran di matahari mall kudus belum padam",lebih dari 3 jam bakar di matahari mall kudus belum padam,"['lebih', 'dari', '3', 'jam', 'bakar', 'di', 'matahari', 'mall', 'kudus', 'belum', 'padam']","['3', 'jam', 'bakar', 'matahari', 'mall', 'kudus', 'padam']",3 jam bakar matahari mall kudus padam
2018-02-22 08:00:00+00:00,8 jam kebakaran matahari mall kudus akhirnya berhasil dipadamkam,8 jam bakar matahari mall kudus akhir hasil dipadamkam,"['8', 'jam', 'bakar', 'matahari', 'mall', 'kudus', 'akhir', 'hasil', 'dipadamkam']","['8', 'jam', 'bakar', 'matahari', 'mall', 'kudus', 'hasil', 'dipadamkam']",8 jam bakar matahari mall kudus hasil dipadamkam
2018-02-22 08:00:00+00:00,kebakaran terjadi di matahari mall kudus,bakar jadi di matahari mall kudus,"['bakar', 'jadi', 'di', 'matahari', 'mall', 'kudus']","['bakar', 'matahari', 'mall', 'kudus']",bakar matahari mall kudus
2018-02-22 08:00:00+00:00,gedung matahari mall kudus tak sesui sop emergency,gedung matahari mall kudus tak sesui sop emergency,"['gedung', 'matahari', 'mall', 'kudus', 'tak', 'sesui', 'sop', 'emergency']","['gedung', 'matahari', 'mall', 'kudus', 'sesui', 'sop', 'emergency']",gedung matahari mall kudus sesui sop emergency
2018-02-22 08:00:00+00:00,pedagang gotong royong selamatkan dagangan,dagang gotong royong selamat dagang,"['dagang', 'gotong', 'royong', 'selamat', 'dagang']","['dagang', 'gotong', 'royong', 'selamat', 'dagang']",dagang gotong royong selamat dagang
2018-02-22 08:00:00+00:00,"bakar hutan untuk buka kebun sawit, warga riau ditangkap",bakar hutan untuk buka kebun sawit warga riau tangkap,"['bakar', 'hutan', 'untuk', 'buka', 'kebun', 'sawit', 'warga', 'riau', 'tangkap']","['bakar', 'hutan', 'buka', 'kebun', 'sawit', 'warga', 'riau', 'tangkap']",bakar hutan buka kebun sawit warga riau tangkap
2018-02-22 08:00:00+00:00,kebakaran di matahari kudus kian membesar,bakar di matahari kudus kian besar,"['bakar', 'di', 'matahari', 'kudus', 'kian', 'besar']","['bakar', 'matahari', 'kudus', 'kian']",bakar matahari kudus kian
2018-02-22 08:00:00+00:00,butuh 7 jam padamkan api di matahari mall kudus,butuh 7 jam padam api di matahari mall kudus,"['butuh', '7', 'jam', 'padam', 'api', 'di', 'matahari', 'mall', 'kudus']","['butuh', '7', 'jam', 'padam', 'api', 'matahari', 'mall', 'kudus']",butuh 7 jam padam api matahari mall kudus
2018-02-23 08:00:00+00:00,perjuangan petugas 6 jam padamkan kebakaran di matahari kudus halaman all,juang tugas 6 jam padam bakar di matahari kudus halaman all,"['juang', 'tugas', '6', 'jam', 'padam', 'bakar', 'di', 'matahari', 'kudus', 'halaman', 'all']","['juang', 'tugas', '6', 'jam', 'padam', 'bakar', 'matahari', 'kudus', 'halaman', 'all']",juang tugas 6 jam padam bakar matahari kudus halaman all
2018-02-23 08:00:00+00:00,"ada kebakaran, gerai matahari plasa kudus tutup sementara",ada bakar gerai matahari plasa kudus tutup sementara,"['ada', 'bakar', 'gerai', 'matahari', 'plasa', 'kudus', 'tutup', 'sementara']","['bakar', 'gerai', 'matahari', 'plasa', 'kudus', 'tutup']",bakar gerai matahari plasa kudus tutup
2018-02-23 08:00:00+00:00,"selidiki kebakaran matahari mall kudus, polisi periksa 6 saksi",selidik bakar matahari mall kudus polisi periksa 6 saksi,"['selidik', 'bakar', 'matahari', 'mall', 'kudus', 'polisi', 'periksa', '6', 'saksi']","['selidik', 'bakar', 'matahari', 'mall', 'kudus', 'polisi', 'periksa', '6', 'saksi']",selidik bakar matahari mall kudus polisi periksa 6 saksi
2018-02-23 08:00:00+00:00,gudang batu kapur di ponorogo ludes terbakar,gudang batu kapur di ponorogo ludes bakar,"['gudang', 'batu', 'kapur', 'di', 'ponorogo', 'ludes', 'bakar']","['gudang', 'batu', 'kapur', 'ponorogo', 'ludes', 'bakar']",gudang batu kapur ponorogo ludes bakar
2018-02-23 08:00:00+00:00,"plasa matahari kudus kebakaran, lppf : sudah dilindungi lembaga non finansial",plasa matahari kudus bakar lppf sudah lindung lembaga non finansial,"['plasa', 'matahari', 'kudus', 'bakar', 'lppf', 'sudah', 'lindung', 'lembaga', 'non', 'finansial']","['plasa', 'matahari', 'kudus', 'bakar', 'lppf', 'lindung', 'lembaga', 'non', 'finansial']",plasa matahari kudus bakar lppf lindung lembaga non finansial
2018-02-23 08:00:00+00:00,"matahari kudus ludes terbakar, begini nasib 300 karyawannya",matahari kudus ludes bakar begini nasib 300 karyawannya,"['matahari', 'kudus', 'ludes', 'bakar', 'begini', 'nasib', '300', 'karyawannya']","['matahari', 'kudus', 'ludes', 'bakar', 'nasib', '300', 'karyawannya']",matahari kudus ludes bakar nasib 300 karyawannya
